区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,1124030F2041,クアゼパム,２０ｍｇ１錠,,,,クアゼパム錠２０ｍｇ「ＹＤ」,陽進堂,後発品,,,48.10 ,,
内用薬,1124030F2050,クアゼパム,２０ｍｇ１錠,,,,クアゼパム錠２０ｍｇ「トーワ」,東和薬品,後発品,,,59.20 ,,
内用薬,1124030F2068,クアゼパム,２０ｍｇ１錠,,,,クアゼパム錠２０ｍｇ「アメル」,共和薬品工業,後発品,,,48.10 ,,
内用薬,1124030F2076,クアゼパム,２０ｍｇ１錠,,,,クアゼパム錠２０ｍｇ「サワイ」,沢井製薬,後発品,,,48.10 ,,
内用薬,1124030F2084,クアゼパム,２０ｍｇ１錠,,,,クアゼパム錠２０ｍｇ「日医工」,日医工,後発品,,,59.20 ,,
内用薬,1125001X1017,アモバルビタール,１ｇ,局,,,アモバルビタール,,,,,45.10 ,,
内用薬,1125002X1011,バルビタール,１ｇ,局,,,バルビタール,,,,,9.80 ,,
内用薬,1125003B2015,フェノバルビタール,１０％１ｇ,局,,,フェノバルビタール散１０％,,,,,7.20 ,,
内用薬,1125003B2031,フェノバルビタール,１０％１ｇ,局,,,フェノバール散１０％,藤永製薬,,,,8.10 ,,
内用薬,1125003B2139,フェノバルビタール,１０％１ｇ,局,,,フェノバルビタール散１０％「マルイシ」,丸石製薬,,,,7.40 ,,
内用薬,1125003B2163,フェノバルビタール,１０％１ｇ,局,,,フェノバルビタール散１０％「シオエ」,シオエ製薬,,,,8.10 ,,
内用薬,1125003X1016,フェノバルビタール,１ｇ,局,,,フェノバルビタール,,,,,22.60 ,,
内用薬,1125003X1091,フェノバルビタール,１ｇ,局,,,フェノバルビタール「ホエイ」,マイラン製薬,,,,29.10 ,H28.9.30まで,
内用薬,1125003X1156,フェノバルビタール,１ｇ,局,,,フェノバール原末,藤永製薬,,,,28.10 ,,
内用薬,1125003X1164,フェノバルビタール,１ｇ,局,,,フェノバルビタール「ホエイ」原末,マイラン製薬,,,,29.10 ,,
内用薬,1125004F1023,フェノバルビタール,３０ｍｇ１錠,,,,フェノバール錠３０ｍｇ,藤永製薬,,,,6.90 ,,
内用薬,1125004S1030,フェノバルビタール,０．４％１ｍＬ,,,,フェノバールエリキシル０．４％,藤永製薬,,,,4.30 ,,
内用薬,1125006F1030,ペントバルビタールカルシウム,５０ｍｇ１錠,,,,ラボナ錠５０ｍｇ,田辺三菱製薬,,,,8.70 ,,
内用薬,1126001X1014,臭化カリウム,１０ｇ,局,,,臭化カリウム,,,,,81.10 ,,
内用薬,1126002X1019,臭化ナトリウム,１０ｇ,局,,,臭化ナトリウム,,,,,82.00 ,,
内用薬,1129004Q1031,トリクロホスナトリウム,１０％１ｍＬ,局,,,トリクロリールシロップ１０％,アルフレッサファーマ,,,,11.10 ,,
内用薬,1129006F1021,リルマザホン塩酸塩水和物,１ｍｇ１錠,,,,リスミー錠１ｍｇ,塩野義製薬,,先発品,○,17.40 ,,
内用薬,1129006F1030,リルマザホン塩酸塩水和物,１ｍｇ１錠,,,,塩酸リルマザホン錠１「ＭＥＥＫ」,小林化工,後発品,,,10.60 ,,
内用薬,1129006F2028,リルマザホン塩酸塩水和物,２ｍｇ１錠,,,,リスミー錠２ｍｇ,塩野義製薬,,先発品,○,27.40 ,,
内用薬,1129006F2036,リルマザホン塩酸塩水和物,２ｍｇ１錠,,,,塩酸リルマザホン錠２「ＭＥＥＫ」,小林化工,後発品,,,17.00 ,,
内用薬,1129007F1018,ゾピクロン,７．５ｍｇ１錠,,,,ゾピクロン７．５ｍｇ錠,,後発品,,,6.10 ,,
内用薬,1129007F1026,ゾピクロン,７．５ｍｇ１錠,,,,アモバン錠７．５,サノフィ,,先発品,○,21.60 ,,
内用薬,1129007F1034,ゾピクロン,７．５ｍｇ１錠,,,,アモバンテス錠７．５,小林化工,後発品,,,7.90 ,,
内用薬,1129007F1077,ゾピクロン,７．５ｍｇ１錠,,,,ドパリール錠７．５,キョーリンリメディオ,後発品,,,7.90 ,,
内用薬,1129007F1107,ゾピクロン,７．５ｍｇ１錠,,,,ゾピクロン錠７．５ｍｇ「トーワ」,東和薬品,後発品,,,7.90 ,,
内用薬,1129007F1123,ゾピクロン,７．５ｍｇ１錠,,,,ゾピクロン錠７．５ｍｇ「サワイ」,沢井製薬,後発品,,,7.90 ,,
内用薬,1129007F1131,ゾピクロン,７．５ｍｇ１錠,,,,ゾピクロン錠７．５ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,7.90 ,H30.3.31まで,
内用薬,1129007F2014,ゾピクロン,１０ｍｇ１錠,,,,ゾピクロン１０ｍｇ錠,,後発品,,,7.10 ,,
内用薬,1129007F2022,ゾピクロン,１０ｍｇ１錠,,,,アモバン錠１０,サノフィ,,先発品,○,26.00 ,,
内用薬,1129007F2081,ゾピクロン,１０ｍｇ１錠,,,,アモバンテス錠１０,小林化工,後発品,,,9.60 ,,
内用薬,1129007F2103,ゾピクロン,１０ｍｇ１錠,,,,ゾピクロン錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,9.60 ,,
内用薬,1129008F1039,タンドスピロンクエン酸塩,５ｍｇ１錠,,,,セディール錠５ｍｇ,大日本住友製薬,,先発品,○,16.60 ,,
内用薬,1129008F1047,タンドスピロンクエン酸塩,５ｍｇ１錠,,,,タンドスピロンクエン酸塩錠５ｍｇ「アメル」,共和薬品工業,後発品,,,10.00 ,,
内用薬,1129008F1055,タンドスピロンクエン酸塩,５ｍｇ１錠,,,,タンドスピロンクエン酸塩錠５ｍｇ「サワイ」,沢井製薬,後発品,,,10.00 ,,
内用薬,1129008F1063,タンドスピロンクエン酸塩,５ｍｇ１錠,,,,タンドスピロンクエン酸塩錠５ｍｇ「トーワ」,東和薬品,後発品,,,10.00 ,,
内用薬,1129008F1071,タンドスピロンクエン酸塩,５ｍｇ１錠,,,,タンドスピロンクエン酸塩錠５ｍｇ「日医工」,日医工,後発品,,,10.00 ,,
内用薬,1129008F2035,タンドスピロンクエン酸塩,１０ｍｇ１錠,,,,セディール錠１０ｍｇ,大日本住友製薬,,先発品,○,28.80 ,,
内用薬,1129008F2043,タンドスピロンクエン酸塩,１０ｍｇ１錠,,,,タンドスピロンクエン酸塩錠１０ｍｇ「トーワ」,東和薬品,後発品,,,16.90 ,,
内用薬,1129008F2051,タンドスピロンクエン酸塩,１０ｍｇ１錠,,,,タンドスピロンクエン酸塩錠１０ｍｇ「アメル」,共和薬品工業,後発品,,,16.90 ,,
内用薬,1129008F2060,タンドスピロンクエン酸塩,１０ｍｇ１錠,,,,タンドスピロンクエン酸塩錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,16.90 ,,
内用薬,1129008F2078,タンドスピロンクエン酸塩,１０ｍｇ１錠,,,,タンドスピロンクエン酸塩錠１０ｍｇ「日医工」,日医工,後発品,,,16.90 ,,
内用薬,1129008F3023,タンドスピロンクエン酸塩,２０ｍｇ１錠,,,,セディール錠２０ｍｇ,大日本住友製薬,,先発品,○,49.70 ,,
内用薬,1129008F3031,タンドスピロンクエン酸塩,２０ｍｇ１錠,,,,タンドスピロンクエン酸塩錠２０ｍｇ「トーワ」,東和薬品,後発品,,,31.40 ,,
内用薬,1129008F3040,タンドスピロンクエン酸塩,２０ｍｇ１錠,,,,タンドスピロンクエン酸塩錠２０ｍｇ「アメル」,共和薬品工業,後発品,,,31.40 ,,
内用薬,1129008F3058,タンドスピロンクエン酸塩,２０ｍｇ１錠,,,,タンドスピロンクエン酸塩錠２０ｍｇ「サワイ」,沢井製薬,後発品,,,31.40 ,,
内用薬,1129008F3066,タンドスピロンクエン酸塩,２０ｍｇ１錠,,,,タンドスピロンクエン酸塩錠２０ｍｇ「日医工」,日医工,後発品,,,31.40 ,,
内用薬,1129009F1017,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩５ｍｇ錠,,後発品,,,10.70 ,,
内用薬,1129009F1025,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,マイスリー錠５ｍｇ,アステラス製薬,,先発品,○,40.60 ,,
内用薬,1129009F1033,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＡＡ」,あすか製薬,後発品,,,15.60 ,,
内用薬,1129009F1041,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＡＦＰ」,アルフレッサファーマ,後発品,,,15.60 ,,
内用薬,1129009F1050,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＤＫ」,大興製薬,後発品,,,15.60 ,,
内用薬,1129009F1068,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,15.60 ,,
内用薬,1129009F1076,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＤＳＰ」,大日本住友製薬,後発品,,,15.60 ,,
内用薬,1129009F1084,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＥＥ」,エルメッド　エーザイ,後発品,,,15.60 ,,
内用薬,1129009F1092,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「Ｆ」,富士製薬工業,後発品,,,15.60 ,,
内用薬,1129009F1106,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＦＦＰ」,富士フイルムファーマ,後発品,,,15.60 ,,
内用薬,1129009F1114,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,21.70 ,,
内用薬,1129009F1122,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＫＮ」,小林化工,後発品,,,15.60 ,,
内用薬,1129009F1130,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＫＯＧ」,東洋カプセル,後発品,,,15.60 ,,
内用薬,1129009F1149,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＮＰ」,ニプロ,後発品,,,15.60 ,,
内用薬,1129009F1157,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＳＮ」,シオノケミカル,後発品,,,15.60 ,,
内用薬,1129009F1165,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,21.70 ,,
内用薬,1129009F1173,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＹＤ」,陽進堂,後発品,,,15.60 ,,
内用薬,1129009F1181,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＺＥ」,全星薬品工業,後発品,,,21.70 ,,
内用薬,1129009F1203,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「アメル」,共和薬品工業,後発品,,,15.60 ,,
内用薬,1129009F1211,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「オーハラ」,大原薬品工業,後発品,,,21.70 ,,
内用薬,1129009F1220,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「杏林」,キョーリンリメディオ,後発品,,,15.60 ,,
内用薬,1129009F1238,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ケミファ」,日本ケミファ,後発品,,,15.60 ,,
内用薬,1129009F1246,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「サワイ」,沢井製薬,後発品,,,15.60 ,,
内用薬,1129009F1254,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「サンド」,サンド,後発品,,,15.60 ,,
内用薬,1129009F1262,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「タカタ」,高田製薬,後発品,,,15.60 ,,
内用薬,1129009F1270,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「テバ」,武田テバ薬品,後発品,,,15.60 ,,
内用薬,1129009F1289,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「トーワ」,東和薬品,後発品,,,15.60 ,,
内用薬,1129009F1297,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「日医工」,日医工,後発品,,,15.60 ,,
内用薬,1129009F1300,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「日新」,日新製薬（山形）,後発品,,,15.60 ,,
内用薬,1129009F1319,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ファイザー」,ファイザー,後発品,,,15.60 ,,
内用薬,1129009F1335,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,15.60 ,,
内用薬,1129009F2013,ゾルピデム酒石酸塩,１０ｍｇ１錠,,,,ゾルピデム酒石酸塩１０ｍｇ錠,,後発品,,,18.70 ,,
内用薬,1129009F2021,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,マイスリー錠１０ｍｇ,アステラス製薬,,先発品,○,65.00 ,,
内用薬,1129009F2030,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＡＡ」,あすか製薬,後発品,,,25.90 ,,
内用薬,1129009F2048,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＡＦＰ」,アルフレッサファーマ,後発品,,,25.90 ,,
内用薬,1129009F2056,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＫ」,大興製薬,後発品,,,25.90 ,,
内用薬,1129009F2064,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,25.90 ,,
内用薬,1129009F2072,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＳＰ」,大日本住友製薬,後発品,,,25.90 ,,
内用薬,1129009F2080,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＥＥ」,エルメッド　エーザイ,後発品,,,25.90 ,,
内用薬,1129009F2099,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「Ｆ」,富士製薬工業,後発品,,,25.90 ,,
内用薬,1129009F2102,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＦＦＰ」,富士フイルムファーマ,後発品,,,25.90 ,,
内用薬,1129009F2110,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,25.90 ,,
内用薬,1129009F2129,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＫＮ」,小林化工,後発品,,,25.90 ,,
内用薬,1129009F2137,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＫＯＧ」,東洋カプセル,後発品,,,25.90 ,,
内用薬,1129009F2145,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＮＰ」,ニプロ,後発品,,,25.90 ,,
内用薬,1129009F2153,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＳＮ」,シオノケミカル,後発品,,,25.90 ,,
内用薬,1129009F2161,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,36.60 ,,
内用薬,1129009F2170,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＹＤ」,陽進堂,後発品,,,25.90 ,,
内用薬,1129009F2188,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＺＥ」,全星薬品工業,後発品,,,36.60 ,,
内用薬,1129009F2200,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「アメル」,共和薬品工業,後発品,,,25.90 ,,
内用薬,1129009F2218,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「オーハラ」,大原薬品工業,後発品,,,25.90 ,,
内用薬,1129009F2226,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,25.90 ,,
内用薬,1129009F2234,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ケミファ」,日本ケミファ,後発品,,,25.90 ,,
内用薬,1129009F2242,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,25.90 ,,
内用薬,1129009F2250,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「サンド」,サンド,後発品,,,25.90 ,,
内用薬,1129009F2269,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「タカタ」,高田製薬,後発品,,,25.90 ,,
内用薬,1129009F2277,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「テバ」,武田テバ薬品,後発品,,,25.90 ,,
内用薬,1129009F2285,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「トーワ」,東和薬品,後発品,,,25.90 ,,
内用薬,1129009F2293,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「日医工」,日医工,後発品,,,25.90 ,,
内用薬,1129009F2307,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「日新」,日新製薬（山形）,後発品,,,25.90 ,,
内用薬,1129009F2315,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ファイザー」,ファイザー,後発品,,,25.90 ,,
内用薬,1129009F2331,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,25.90 ,,
内用薬,1129009F3028,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「ＥＥ」,エルメッド　エーザイ,後発品,,,15.60 ,,
内用薬,1129009F3036,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「ＫＮ」,小林化工,後発品,,,15.60 ,,
内用薬,1129009F3044,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「サワイ」,沢井製薬,後発品,,,15.60 ,,
内用薬,1129009F3052,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤフィルム５ｍｇ「モチダ」,救急薬品工業,後発品,,,21.70 ,,
内用薬,1129009F3060,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「トーワ」,東和薬品,後発品,,,15.60 ,,
内用薬,1129009F3079,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「日医工」,日医工,後発品,,,15.60 ,,
